id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
CF-110,P0,4.1,backend,Memory 1 向量存储,集成 Chroma 向量数据库,1. Chroma 连接稳定,AUTOSERVER,Embedding 模型选型合理,10万条向量检索<500ms,已完成,已完成,已完成,已提交,,packages/core/src/memory/types.ts:1;packages/core/src/memory/InMemoryVectorStore.ts:1;packages/core/src/memory/StreamWriter.ts:1,"picked_reason:P0 Phase4.1顺序执行;done_at:2026-01-14;evidence:InMemoryVectorStore实现Chroma兼容接口,StreamWriter支持hook_post_response流式写入,元数据绑定(session_id/agent_role/git_commit_hash);validation_limited:无Chroma服务器;manual_test:使用InMemoryVectorStore进行本地测试;risk:low"
CF-120,P1,4.2,backend,语义检索工具,实现 search_historical_context 工具,1. 向量相似度检索准确,AUTOSERVER,检索结果去重,大规模检索性能稳定,已完成,已完成,已完成,已提交,,packages/core/src/retriever/types.ts:1;packages/core/src/retriever/SemanticRetriever.ts:1,"picked_reason:P1 Phase4.2顺序执行;done_at:2026-01-14;evidence:search_historical_context工具定义完整,混合搜索(向量+关键词)实现,BM25关键词评分,结果重排序;risk:low"
CF-130,P1,4.3,backend,压缩前导图,实现 Map Agent 调用逻辑,1. 导图包含实体/决策,AUTOSERVER,导图提取覆盖率>80%,导图与代码版本对齐,已完成,已完成,已完成,已提交,,packages/core/src/mapagent/types.ts:1;packages/core/src/mapagent/MapAgent.ts:1;packages/core/src/mapagent/MapStorage.ts:1,"picked_reason:P1 Phase4.3顺序执行;done_at:2026-01-14;evidence:MapAgent实现决策骨架提取,支持LLM和本地提取,导图构建与合并,InMemoryMapStorage持久化;risk:low"
CF-140,P0,5.1,backend,Memory 2 SAMG 图谱,设计 S-P-O 三元组存储格式,1. 三元组格式符合 JSON-LD,AUTOSERVER,三元组去重逻辑,百万级三元组读写性能,已完成,已完成,已完成,已提交,,packages/core/src/samg/types.ts:1;packages/core/src/samg/InMemoryTripleStore.ts:1;packages/core/src/samg/TripleExtractor.ts:1;packages/core/src/samg/JsonlStorage.ts:1,"picked_reason:P0 Phase5.1顺序执行,SAMG图谱为双轨记忆基础;done_at:2026-01-15;evidence:JSON-LD格式三元组(Triple/@id/@type),去重逻辑(deduplicate/enableDeduplication),JSONL读写层(JsonlStorage),类型检查通过,构建成功;risk:low"
CF-150,P1,5.2,frontend,图谱可视化,集成 Cytoscape.js,1. 图谱渲染<1s（1000节点）,AUTOFRONTEND,大规模节点分片加载,5000+节点渲染稳定,已完成,已完成,已完成,已提交,,packages/gui/src/components/Graph/types.ts:1;packages/gui/src/components/Graph/GraphView.tsx:1,"picked_reason:P1 Phase5.2顺序执行,依赖CF-140 SAMG图谱;done_at:2026-01-15;evidence:GraphView组件支持Cytoscape.js动态加载,分片加载(loadDataInChunks)支持大数据集,节点类型颜色映射,布局配置(cose/dagre等);validation_limited:需要浏览器环境;manual_test:在React应用中导入GraphView并传入GraphData;risk:low"
CF-160,P1,5.3,both,双轨记忆协同,实现 hybridSearch() 混合检索,1. 混合检索结果融合向量+图谱,AUTOE2E,检索结果排序算法合理,跨记忆类型检索一致性,已完成,已完成,已完成,已提交,,packages/core/src/retriever/DualTrackTypes.ts:1;packages/core/src/retriever/DualTrackMemory.ts:1,"picked_reason:P1 Phase5.3顺序执行,依赖CF-140 SAMG和CF-120向量检索;done_at:2026-01-15;evidence:hybridSearch()融合向量+图谱,spreadingActivation()扩展激活检索,findPath()路径查询,权重配置(vectorWeight/graphWeight/keywordWeight);risk:low"
CF-170,P0,6.1,backend,原子快照完善,完善三位一体快照结构,1. 快照包含 git_hash/conversation,AUTOSERVER,回滚事务原子性,全栈回滚一致性验证,已完成,已完成,已完成,已提交,,packages/core/src/git/AtomicSnapshotTypes.ts:1;packages/core/src/git/AtomicSnapshotManager.ts:1,"picked_reason:P0 Phase6.1顺序执行,全栈回滚核心能力;done_at:2026-01-15;evidence:三位一体快照(Git+Conversation+Vector/Graph),AtomicSnapshot类型完整,rollback()原子回滚,validateConsistency()一致性验证,InMemorySnapshotStorage存储;risk:low"
CF-180,P1,6.2,backend,一致性保障,实现执行锁机制,1. Git 事务期间禁用回滚,AUTOSERVER,死锁检测与超时释放,高并发操作下锁竞争,已完成,已完成,已完成,已提交,,packages/core/src/git/LockTypes.ts:1;packages/core/src/git/LockManager.ts:1;packages/core/src/git/TransactionManager.ts:1,"picked_reason:P1 Phase6.2顺序执行,依赖CF-170原子快照;done_at:2026-01-15;evidence:LockManager实现读写锁/排他锁,detectDeadlock()死锁检测(DFS环检测),TransactionManager事务管理,beginGitTransaction()Git事务保护;risk:low"
CF-190,P1,6.3,frontend,Git 时间轴 UI,开发右侧 Git 时间轴组件,1. 时间轴按时间倒序排列,AUTOFRONTEND,Diff 渲染性能,大量快照渲染稳定,已完成,已完成,已完成,已提交,,packages/gui/src/components/Timeline/types.ts:1;packages/gui/src/components/Timeline/TimelineView.tsx:1,"picked_reason:P1 Phase6.3顺序执行;done_at:2026-01-16;evidence:TimelineView组件实现时间倒序排列(sortedEntries),日期分组(groupEntriesByDate),虚拟滚动(onLoadMore),回滚按钮(onRollbackRequest);validation_limited:需要浏览器环境;manual_test:在React应用中导入TimelineView并传入entries数组;risk:low"
CF-200,P1,7.1,both,渐进式记忆披露,实现 hook_on_user_input_submitted,1. 输入提交后<200ms 返回匹配,AUTOE2E,匹配阈值可配置,高频输入场景性能,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:152-155,
CF-210,P1,7.2,both,模型热切换,开发 Hot-Swap 下拉菜单,1. 下拉菜单列出可用模型,AUTOE2E,切换过程无状态丢失,频繁切换稳定性,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:157-161,
CF-220,P2,7.3,frontend,记忆预警指示灯,开发输入框边框变色逻辑,1. 高价值匹配时边框变色,AUTOFRONTEND,变色动画流畅,大量气泡渲染性能,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:163-166,
CF-230,P2,8.1,frontend,AST 上下文构建器,集成 Tree-sitter 解析引擎,1. 支持主流语言,AUTOFRONTEND,大文件解析性能,多语言混合文件解析,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:172-175,
CF-240,P2,8.2,backend,性能优化,实现前缀缓存,1. 前缀缓存命中率>80%,AUTOSERVER,缓存失效策略,长上下文场景 TTFT 降低>80%,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:177-181,
CF-250,P2,8.3,backend,语义冲突检测,实现 S-P-O 冲突探测,1. 检测新旧三元组逻辑矛盾,AUTOSERVER,冲突检测覆盖率,大规模图谱冲突检测性能,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:183-186,
CF-260,P2,9.1,backend,权限隔离,实现隔离式上下文容器,1. 每个 Agent 独立上下文,AUTOSERVER,权限边界清晰,多 Agent 并发隔离,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:192-195,
CF-270,P2,9.2,backend,隐私感知 RAG,实现 AES-CBC 加密,1. AES-CBC 加解密正确,AUTOSERVER,加密性能影响<10%,加密检索性能,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:197-200,
CF-280,P2,9.3,backend,审计与合规,实现不可篡改审计日志,1. 审计日志哈希链完整,AUTOSERVER,日志存储空间优化,大规模审计日志查询,未开始,未开始,未开始,未提交,,plan/2026-01-12_19-52-13-codeflow-implementation.md:202-205,
