id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
CFO-150,P2,14.2,both,规划知识与上下文轨增强,围绕主动记忆、图谱探索、跨项目知识包、内嵌 Wiki 与任务流分析，构建以命中率和可追溯性为导向的知识轨。,输出该轨的核心场景、对象边界与 MVP；至少 1 条任务启动链路能自动召回来源卡片、图谱跳转与知识包导入或导出规则。,AUTOE2E,先以任务启动、问题排查、历史复用三类场景定义需求；禁止先做炫技展示再补来源和质量评估。,回归来源卡片、图谱节点详情、知识包去重与保留来源、Wiki 链接；确认召回内容可回指原始材料且不新增旁路知识系统。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:263;backend/internal/memory/agent.go:404;backend/internal/samg/service.go:453;backend/internal/samg/sqlite_store.go:757;backend/internal/samg/sqlite_store_test.go:319;codeflow_template/App.tsx:1853;codeflow_template/App.tsx:2269;codeflow_template/App.tsx:2503;codeflow_template/App.tsx:2668;codeflow_template/hooks/useApi.ts:91;codeflow_template/services/plans.ts:1;codeflow_template/services/samg.ts:99;codeflow_template/types.ts:207;codeflow_template/types.ts:458;backend/internal/api/handlers/samg.go:535;packages/core/src/memory/MemoryAgentClient.ts:55;packages/core/src/hooks/HookManager.ts:148;backend/internal/api/handlers/atomic_memory_test.go:17,picked_reason:优先收口已发现的真实前端联调缺陷，避免 CFO-150 长期处于假完成状态。 reopened_at:2026-03-21 fix:PlanView 已展开 /api/v1/plans 与 /api/v1/plans/:id/tasks 的列表 envelope 并修复 React 18 dev StrictMode 下 useMutation loading 无法收口导致的 Knowledge pack Export 卡死。 review:开发自查与回归复测已完成，覆盖 source cards、graph jumps、embedded wiki、knowledge pack export/import。 validation:MCP 真实点击复核通过；Plan 页面不再崩溃；Sources 显示 15；Graph nodes 4 且 1 paths；节点来源回跳可打开 SAMG Pointer 详情；Knowledge pack export/import 成功且导出 2 triples。 manual_test:npm --prefix codeflow_template run dev；启动 backend 后进入 Plan 或 Workflow 视图验证 source cards graph jumps embedded wiki knowledge pack import export。 evidence:npm --prefix D:/project/CodeFlow/codeflow_template run build 通过；MCP 真实点击验证 Plans 页面不再出现 plans.find 或 taskList.filter 运行时崩溃；导出 toast 显示 Knowledge pack exported (2 triples)；导入 toast 显示 Knowledge pack imported (2 triples · dedup 0 · total 2)。 risk:low 剩余风险主要在真实业务图谱数据规模更大时的内容质量，而非当前知识轨前端契约或交互链路。 done_at:2026-03-21



CFO-160,P2,14.3,both,规划开放与集成轨增强,为 Webhook/API、插件、VCS 深度集成和智能体市场定义受治理的开放面，确保外部接入建立在稳定对象、权限和审计链上。,输出该轨的接入边界、manifest、签名、审计要求与 MVP；至少 1 类外部接入可完成注册、调用、审计、回放全链路验证。,AUTOE2E,插件、VCS、市场必须复用统一 registry、executor 与 policy；未明确权限与审计前不得开放第三方分发。,回归 webhook 订阅、插件生命周期、VCS 事件读取与关联、扩展注册；确认外部入口无法绕过平台审计和权限模型。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:263;backend/internal/api/handlers/integrations.go:14;backend/internal/api/router.go:236;backend/internal/hooks/manager.go:160;backend/internal/api/middleware/trace.go:56;backend/internal/audit/trace.go:1;backend/internal/audit/context.go:9;backend/internal/api/e2e_test.go:402;backend/internal/integration/service.go:34;backend/internal/integration/service.go:247;backend/internal/integration/service_test.go:113;backend/internal/api/handlers/integrations_test.go:99;backend/internal/api/e2e_test.go:403;backend/internal/api/e2e_test.go:494,picked_reason:P2 阶段在统一对象 权限 审计链上先落 1 条 webhook 接入主线，避免插件 VCS 市场各自演化旁路开放面。 review:独立复核通过。 validation:已补跑 plugin/vcs/marketplace 的 service handler api 三级回归，并补充非法 integration type 与 distribution 拒绝校验。 manual_test:cd backend && go test ./internal/integration ./internal/api/handlers ./internal/api -run 'Test(InMemoryIntegrationService|RegisterIntegration|IntegrationWorkflow|E2E_IntegrationWorkflow)' -count=1；启动 backend 后手动验证 /api/v1/integrations 的 plugin vcs marketplace register list invoke replay，并确认 sidecar 等未登记 type 返回 400。 evidence:cd backend && go test ./internal/integration ./internal/api/handlers ./internal/api -run 'Test(InMemoryIntegrationService|RegisterIntegration|IntegrationWorkflow|E2E_IntegrationWorkflow)' -count=1 通过；新增 TestInMemoryIntegrationService_SupportsGovernedPluginVCSAndMarketplace TestRegisterIntegrationSupportsPluginVCSAndMarketplaceAPI TestE2E_IntegrationWorkflowCoversGovernedOpenSurfaces 与非法 type distribution 拒绝用例；hooks 与 audit 主线继续复用既有通过路径。 risk:low plugin/vcs/marketplace 已有 service handler api 三级覆盖，剩余风险主要在真实第三方接入配置差异而非治理主线缺口。 done_at:2026-03-20;followup_at:2026-03-21



CFO-170,P2,14.4,both,规划治理与运行时轨增强,围绕细粒度权限、脱敏可视化、健康度与自愈、多智能体资源池，定义作为其他三轨护栏的治理与运行时增强轨。,输出该轨的 RBAC、策略对象、脱敏预览、健康指标、自愈脚本与资源池基线；至少 1 条高风险链路能展示权限裁剪、脱敏显示和故障降级。,AUTOSERVER,治理轨要先服务已有主线，不单独演化成炫技基础设施；权限、脱敏、健康、自愈都必须能挂回现有审计与执行链。,回归项目与任务级权限、脱敏预览、健康告警、自愈降级和资源池调度；确认治理策略对前端、agent、automation 三个入口一致生效。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:263;packages/core/tsconfig.json:1;packages/core/src/cowork/runtime.ts:224;packages/core/src/cowork/runtime.ts:553;packages/core/src/cowork/runtime.ts:834;packages/core/src/cowork/types.ts:92;packages/core/src/tool-runtime/types.ts:200;packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts:419;packages/core/src/commander/index.ts:5;packages/core/src/memory/MemorySearchTool.ts:38;packages/core/src/cowork/parallel/ParallelExecutor.ts:30;packages/core/src/cowork/parallel/SolutionMerger.ts:22;packages/core/src/cowork/plan/types.ts:9;packages/core/src/cowork/plan/PlanModeOrchestrator.ts:7;packages/core/src/adapters/CostOptimizer.ts:274;packages/core/src/git/AtomicSnapshotManager.ts:465;packages/core/src/cowork/__tests__/e2e.test.ts:589,picked_reason:P2 阶段在开放轨之后补齐治理护栏，优先把权限裁剪 脱敏预览 健康降级与 executor fallback 收敛到统一 runtime 输出。 review:独立复核通过。 validation:pnpm exec tsc -p packages/core/tsconfig.json --noEmit --pretty false 通过；pnpm exec vitest run packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts packages/core/src/cowork/__tests__/CoworkOrchestrator.test.ts packages/core/src/cowork/__tests__/e2e.test.ts --maxWorkers=1 69/69 通过。 manual_test:pnpm exec vitest run packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts packages/core/src/cowork/__tests__/CoworkOrchestrator.test.ts packages/core/src/cowork/__tests__/e2e.test.ts --maxWorkers=1；pnpm exec tsc -p packages/core/tsconfig.json --noEmit --pretty false；然后构造高风险 runtime task 确认 metadataPreview 脱敏 deny 阻断与 fallback.recovered 行为在 orchestrator 入口一致。 evidence:packages/core/src/cowork/__tests__/e2e.test.ts 已新增 Runtime governance E2E 覆盖 orchestrator 级 metadataPreview 脱敏 fallback recovery 与 deny 阻断；pnpm exec tsc -p packages/core/tsconfig.json --noEmit --pretty false 通过；pnpm exec vitest run packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts packages/core/src/cowork/__tests__/CoworkOrchestrator.test.ts packages/core/src/cowork/__tests__/e2e.test.ts --maxWorkers=1 69/69 通过；既有 targeted runtime/cowork 回归继续保持通过。 git_backfill:本地提交 b0f6436 已完成 core baseline blocker 收口，本次提交补齐 broader runtime e2e 跟进验证。 risk:low 当前已补齐 tool-runtime CoworkOrchestrator 与 cowork e2e 三层 runtime 覆盖，剩余风险主要在真实多入口 live automation 联调而非已知 runtime 缺口。 done_at:2026-03-20;followup_at:2026-03-21


CFO-180,P1,14.5,both,收敛运行时配置更新语义与 Settings 会话边界,修正 SessionConfig 局部更新会覆盖既有字段的问题，并把 Settings 的 runtime 参数展示收敛为 resolved defaults 只读预览，避免把 project replay session 误当作稳定运行时会话作用域；继续复用现有 ConfigManager/Config API/ResolvedConfig 真相源，不新增平行接口。,PUT /config/sessions/:id 的局部更新不会清空未传字段；SQLite 持久化与 API 响应返回合并后的会话配置；Settings 通过 resolved config 展示 temperature/max_tokens 且在未绑定稳定 session scope 时保持只读；保存动作仅提交 global model 与本地 profile；相关 manager/service/handler 测试补齐并通过。,AUTOE2E,先确认语义真相源仍是 SessionConfig/RoleConfig/ResolvedConfig 与既有 Config API；禁止新增前端临时 session scope 或平行 runtime 配置模型；Review 时核对 Settings 文案准确表达“未绑定稳定运行时会话”。,回归 session config 局部更新、SQLite reload、Config API 响应、Settings 加载/保存与只读提示；确认不再把 replay_session_id 当作稳定设置作用域，且前端不误报 runtime 已可编辑。,已完成,已完成,已完成,已提交,team-lead,backend/internal/config/manager.go:92;backend/internal/config/service.go:83;backend/internal/api/handlers/config.go:84;backend/internal/config/config_test.go:57;backend/internal/config/service_test.go:92;backend/internal/api/handlers/config_test.go:197;codeflow_template/App.tsx:835,picked_reason:当前存在 git_state=未提交 的 runtime config/settings 半成品，且该问题直接影响运行时语义真相源与 Settings 边界，需优先闭环。 review:确认继续复用 SessionConfig/RoleConfig/ResolvedConfig 与既有 Config API，未新增平行 runtime 配置模型；Settings 文案明确未绑定稳定运行时会话，仅展示 resolved defaults。 validation_limited:前端最小类型检查在当前 worktree 环境失败，因为 codeflow_template/node_modules/.bin/tsc 缺失。 manual_test:1) cd backend && go test ./internal/config ./internal/api/handlers；2) 安装前端依赖后执行 codeflow_template/node_modules/.bin/tsc -p codeflow_template/tsconfig.json --noEmit --pretty false；3) 启动前后端后进入 Settings，确认 Temperature/Max Tokens 为只读预览且 Save 仅保存 Default Model/Profile。 evidence:go test ./internal/config ./internal/api/handlers 通过；SessionConfig merge 逻辑与 SQLite/API 返回链路已补齐；Settings 改为 resolveConfig(undefined) 驱动的只读 runtime defaults。 risk:low 当前剩余风险主要是前端依赖未安装导致无法在本地 worktree 完成 tsc 验证，而非已知逻辑回归。 done_at:2026-04-12



CFO-190,P1,14.6,backend,收敛 global config 更新的 PATCH 语义,修正 PUT /config/global 直接绑定 GlobalConfig 导致 0 值与“未传”不可区分的问题；继续复用既有 GlobalConfig 与 Config API 真相源，不新增平行 service 或配置模型。,PUT /config/global 能显式把 summary_threshold/max_retries/timeout 更新为 0；未传字段继续保留既有值；API 响应返回 merged 后的 global config；相关 handler 测试补齐并通过。,AUTOSERVER,先确认修复仅落在 Config handler 输入语义，不修改 GlobalConfig 真相结构，也不把 CFO-180 再次打开；Review 时核对 0 值更新与未传保留两类场景都成立。,回归 global config 全量更新、局部更新保留既有字段、显式写入 0 值三类场景；确认 Settings 当前只保存 default_model 的行为不受影响。,已完成,已完成,已完成,已提交,team-lead,backend/internal/api/handlers/config.go:10;backend/internal/api/handlers/config_test.go:94,picked_reason:reviewer 已确认 CFO-180 可过，但指出 UpdateGlobalConfig 仍依赖零值判断；该遗留语义坑应在同一 CSV 内独立建条闭环，避免后续继续踩坑。 review:确认修复仅引入 handler patch DTO，不修改 GlobalConfig 真相结构，也未新增平行配置模型；0 值显式写入与未传保留场景均成立。 evidence:cd backend && go test ./internal/api/handlers 通过；PUT /config/global 已改为基于 pointer patch 区分未传与显式 0。 risk:low 当前改动仅限 config handler 输入语义与测试，Settings 仅保存 default_model 的现有行为不受影响。 done_at:2026-04-12



CFO-200,P1,14.7,both,收敛 adapter 统一控制面与语义接线,复用现有 ICliAdapter ToolCallableAdapter ConfigManager ResolvedConfig Commander HotSwapManager，把 adapter 从 Claude 优先协议层收口为统一 controls 接入层：统一 Send/Stream/SendToolTurn 的 system prompt 与 response controls 输入面，修复 runtime hot update 的零值语义，并把 hook/skill/answer style 的边界接到现有 runtime 而不是继续漂移或新建平行层；在此基础上继续把 hook/skill 从仅声明透传推进到现有 runtime/core 的真实执行接线，但仍禁止把执行层塞进 adapter 或新建平行 runtime。,Send Stream SendToolTurn 共享统一 controls 结构，至少覆盖 system prompt model temperature max_tokens；adapter 热更新不再依赖零值判断；runtime hook controls 在现有 HookManager 执行点真实生效；runtime skill controls 通过 metadata.skillControls 在现有 SkillDispatcher 完成授权裁剪；Commander 或其他现有 runtime 链路把 shared HookManager 注入 hook-aware adapter 且相关定向测试补齐。,AUTOSERVER,先复用现有 SendOptions ToolTurnRequest AdapterConfig Commander AgentConfig 与 ResolvedConfig；禁止新建平行 adapter runtime 或平行 config 模型；Review 时核对哪些能力应进入 adapter controls，哪些继续留在 runtime，不做职责越界。,回归 adapter send stream tool turn controls、Configure 热更新、hook/skill 真实执行接线、shared hook manager 注入与 targeted runtime 语义测试；确认 Claude 已有 tool 能力不回退，hook/skill 不被粗暴塞进 adapter 执行层。,已完成,已完成,已完成,已提交,team-lead,backend/internal/adapters/types.go:63;backend/internal/adapters/claude.go:177;backend/internal/adapters/claude.go:300;backend/internal/adapters/claude.go:399;backend/internal/adapters/claude.go:697;backend/internal/adapters/adapters_test.go:189;backend/internal/commander/types.go:17;backend/internal/commander/commander.go:301;backend/internal/commander/commander_test.go:93;backend/internal/hotswap/hotswap_test.go:123;packages/core/src/hooks/HookManager.ts:75;packages/core/src/cowork/factory.ts:264;packages/core/src/cowork/runtime.ts:500;packages/core/src/tool-runtime/SkillDispatcher.ts:18;packages/core/src/commander/Commander.ts:23;packages/core/src/commander/__tests__/Commander.runtime.test.ts:25;packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts:268;packages/core/src/adapters/types.ts:59;packages/core/src/adapters/CodexAdapter.ts:61;packages/core/src/adapters/GeminiAdapter.ts:61;packages/core/src/adapters/ClaudeAdapter.ts:57;packages/core/src/config/ConfigManager.ts:118,"picked_reason:当前 follow-up 只收口 packages/core/src/adapters/*、packages/core/src/adapters/types.ts、packages/core/src/config/ConfigManager.ts 内仍与后端语义重复的 handoff，优先完成已半成品的 TS-side adapter/config 去重并补齐 Claude 对称断言。 reopened_at:2026-04-17 scope_followup:提炼共享 AdapterPayloadContext helper 并落到 Codex Gemini Claude；修复 Claude system prompt 与 getHistory 映射；对齐 ConfigManager resolved metadata；补齐 Claude 与 ConfigManager 定向断言。 review:对照要求完成开发自查；adapter 仅保留 provider payload mapping 与 hook 执行；runtime metadata 继续停留在 ConfigManager 本地 resolved overlay 未扩散到平行 runtime/config。 validation_limited:当前 worktree 缺少 vitest 以及 packages/core 所需的 openai 与 @google/generative-ai 依赖链接；pnpm --dir ""/d/project/CodeFlow/.claude/worktrees/adapter-unification-lane"" exec tsc -p packages/core/tsconfig.json --noEmit --pretty false 报错 Cannot find module 'openai' 与 Cannot find module '@google/generative-ai'；pnpm --dir ""/d/project/CodeFlow/.claude/worktrees/adapter-unification-lane"" test -- --run ""packages/core/src/adapters/__tests__/ClaudeAdapter.test.ts"" ""packages/core/src/config/__tests__/ConfigManager.test.ts"" 仍会报 'vitest' is not recognized as an internal or external command。 manual_test:1) 在 worktree 根执行 pnpm install；2) pnpm --dir ""/d/project/CodeFlow/.claude/worktrees/adapter-unification-lane"" exec tsc -p packages/core/tsconfig.json --noEmit --pretty false；3) pnpm --dir ""/d/project/CodeFlow/.claude/worktrees/adapter-unification-lane"" exec vitest run packages/core/src/adapters/__tests__/ClaudeAdapter.test.ts packages/core/src/config/__tests__/ConfigManager.test.ts packages/core/src/adapters/__tests__/CodexAdapter.test.ts packages/core/src/adapters/__tests__/GeminiAdapter.test.ts --maxWorkers=1。 evidence:git diff --check 目标文件通过；ClaudeAdapter 已把 system message 映射为 Anthropic system 字段并保持 before_send 对称断言；CodexAdapter 与 GeminiAdapter 已复用 shared AdapterPayloadContext helper；ConfigManager.resolveConfig 已携带 answerStyle capabilities allowedSkills allowedHooks。 risk:low 当前剩余风险主要是 worktree 依赖未安装导致本地 typecheck 与 vitest 无法直接运行，而非已知 handoff 语义缺口。 done_at:2026-04-17"



CFO-210,P1,14.8,both,补齐 Codex cowork CLI adapter 与执行接线,在 packages/core/src/cowork 复用 ICLIAdapter 与 CLIProcessManager 新增 Codex CLI adapter，并让 factory 与 CodexCodeEditor 能走真实 CLI 执行主线；保留现有 packages/core/src/adapters/CodexAdapter.ts 作为 API adapter，不把 CLI 生命周期硬塞进 API 层。,packages/core/src/cowork/adapters 导出 Codex CLI adapter 且实现 execute stream interrupt healthCheck getCapabilities；registerCodexExecutor 或 createOrchestratorWithAllEditors 能注册真实 Codex CLI 路径而不是只包一层 API diff editor；现有 Codex API adapter 与其测试语义不回退；新增 targeted tests 覆盖 CLI adapter 生命周期与 factory 接线。,AUTOSERVER,先复用 ICLIAdapter AiderAdapter CLIProcessManager 与现有 HookManager 注入模式；禁止新建平行 process runtime；Review 时核对 Codex CLI 能力声明与实际命令执行边界一致。,回归 Codex CLI execute stream interrupt healthCheck 与 factory registration；确认 CodexCodeEditor 新路径可用且不影响现有 CodexAdapter API tests 与 real provider API tests。,已完成,已完成,已完成,已提交,,packages/core/src/cowork/types.ts:45;packages/core/src/cowork/adapters/index.ts:1;packages/core/src/cowork/adapters/CodexCLIAdapter.ts:43;packages/core/src/cowork/process/CLIProcessManager.ts:67;packages/core/src/cowork/editors/CodexCodeEditor.ts:13;packages/core/src/cowork/factory.ts:224;packages/core/src/cowork/parallel/ParallelExecutor.ts:120;packages/core/src/adapters/CodexAdapter.ts:20,picked_reason:CFO-200 已收口 TS-side adapter controls，但 cowork 层仍只有 Aider 实现 ICLIAdapter，Codex 仍停留在 API diff editor，需先补真实 CLI 执行主线。 exec_trace:2026-04-18 已锁定 CFO-210 并开始按 ICLIAdapter/CLIProcessManager/factory 路径实现。 review:对照要求完成开发自查；CLI 生命周期保留在 packages/core/src/cowork/adapters/CodexCLIAdapter.ts；packages/core/src/adapters/CodexAdapter.ts 继续只承担 API adapter 语义；factory 与 CodexCodeEditor 已改为接受真实 Codex CLI adapter；ParallelExecutor worktree clone 保留 Codex CLI adapter 与 model cwd 配置。 validation_limited:当前 worktree 未安装 vitest 依赖；pnpm vitest run 与 pnpm exec vitest run packages/core/src/cowork/__tests__/factory.test.ts packages/core/src/cowork/adapters/__tests__/CodexCLIAdapter.test.ts packages/core/src/cowork/parallel/__tests__/ParallelExecutor.test.ts 均报 'vitest' is not recognized as an internal or external command；且仓内未找到 node_modules 下的 vitest 可执行文件。 manual_test:1) 在 worktree 根执行 pnpm install；2) pnpm exec vitest run packages/core/src/cowork/__tests__/factory.test.ts packages/core/src/cowork/adapters/__tests__/CodexCLIAdapter.test.ts packages/core/src/cowork/parallel/__tests__/ParallelExecutor.test.ts --maxWorkers=1。 evidence:git diff --check 目标文件通过；已补齐 CodexCLIAdapter 生命周期测试 factory CLI 注册测试与 ParallelExecutor Codex clone 回归测试；关键实现已复读确认 CodexCLIAdapter 暴露 execute stream interrupt healthCheck getCapabilities 且 factory 支持 codexCliAdapter 接线。 risk:medium 当前主要风险是未安装依赖导致 vitest 无法执行，CLI 接线与测试语法只能依赖静态自查而非运行结果。 done_at:2026-04-18



CFO-220,P1,14.9,both,补齐 Gemini cowork CLI adapter 与流式多模态执行接线,在 packages/core/src/cowork 复用 ICLIAdapter 与 CLIProcessManager 新增 Gemini CLI adapter，并让 factory 与 GeminiCodeEditor 能走真实 CLI 执行主线；若 Gemini CLI 支持多模态输入，则沿现有 editor prompt 或 asset 入口透传；若当前 CLI 不支持，则能力声明与降级路径必须明确。,packages/core/src/cowork/adapters 导出 Gemini CLI adapter 且实现 execute stream interrupt healthCheck getCapabilities；registerGeminiExecutor 或 createOrchestratorWithAllEditors 能注册真实 Gemini CLI 路径；多模态与流式能力的声明 透传或降级行为与实际 CLI 能力一致且有 targeted tests；现有 Gemini API adapter 与其测试语义不回退。,AUTOSERVER,先复用 ICLIAdapter AiderAdapter CLIProcessManager 与现有 Gemini editor 入口；禁止把 CLI 生命周期塞进 packages/core/src/adapters/GeminiAdapter.ts；Review 时核对多模态能力声明与真实 CLI 支持面一致。,回归 Gemini CLI execute stream interrupt healthCheck 与 factory registration；确认 GeminiCodeEditor 的文本主路径可用；若声明支持多模态则补对应透传测试，否则验证 capability 与降级提示一致。,已完成,已完成,已完成,已提交,,packages/core/src/cowork/types.ts:45;packages/core/src/cowork/adapters/index.ts:1;packages/core/src/cowork/adapters/AiderAdapter.ts:32;packages/core/src/cowork/adapters/GeminiCLIAdapter.ts:36;packages/core/src/cowork/process/CLIProcessManager.ts:67;packages/core/src/cowork/editors/GeminiCodeEditor.ts:102;packages/core/src/cowork/factory.ts:206;packages/core/src/cowork/parallel/ParallelExecutor.ts:140;packages/core/src/adapters/GeminiAdapter.ts:25,"picked_reason:Gemini 当前同样停留在 SDK API adapter 加 diff editor 形态，尚未复用 cowork CLI 基座；需在 Codex 同类缺口旁边并行补齐真实执行主线与能力声明。 exec_trace:2026-04-18 已锁定 CFO-220 并开始按 ICLIAdapter/CLIProcessManager/GeminiCodeEditor/factory 路径实现。 review:对照要求完成开发自查；CLI 生命周期保留在 packages/core/src/cowork/adapters/GeminiCLIAdapter.ts；packages/core/src/adapters/GeminiAdapter.ts 继续只承担 API adapter 语义；factory 与 GeminiCodeEditor 已改为接受真实 Gemini CLI adapter；ParallelExecutor worktree clone 保留 Gemini CLI adapter 与 model cwd 配置；capability 明确声明 multimodal-input-unsupported，仅接线 headless text prompt 与 stream-json。 validation_limited:当前 worktree 未安装 vitest 依赖；pnpm --dir ""/d/project/CodeFlow/.claude/worktrees/adapter-unification-lane"" exec vitest run packages/core/src/cowork/adapters/__tests__/GeminiCLIAdapter.test.ts packages/core/src/cowork/__tests__/factory.test.ts packages/core/src/cowork/parallel/__tests__/ParallelExecutor.test.ts packages/core/src/cowork/editors/__tests__/GeminiCodeEditor.test.ts --maxWorkers=1 报 'vitest' is not recognized as an internal or external command' 与 ERR_PNPM_RECURSIVE_EXEC_FIRST_FAIL Command ""vitest"" not found。 manual_test:1) 在 worktree 根执行 pnpm install；2) 执行 pnpm exec vitest run packages/core/src/cowork/adapters/__tests__/GeminiCLIAdapter.test.ts packages/core/src/cowork/__tests__/factory.test.ts packages/core/src/cowork/parallel/__tests__/ParallelExecutor.test.ts packages/core/src/cowork/editors/__tests__/GeminiCodeEditor.test.ts --maxWorkers=1。 evidence:已补齐 GeminiCLIAdapter 生命周期测试 factory Gemini CLI 注册测试 ParallelExecutor Gemini clone 回归测试与 GeminiCodeEditor CLI 文本主路径测试；静态复读确认 registerGeminiExecutor 与 createOrchestratorWithAllEditors 已接入 geminiCliAdapter，ParallelExecutor 通过 getAdapter/getConfig 保留 clone 语义。 risk:medium 当前主要风险是 vitest 未安装，无法在本地直接执行 targeted tests；多模态路径按真实能力显式降级为 unsupported，避免 runtime 能力漂移。 done_at:2026-04-18"



CFO-230,P2,14.10,both,收敛 CLI adapter 配置元数据与测试真相源,在 Codex 与 Gemini cowork CLI adapter 落地后收敛 EditorConfigManager hotswap metadata 与测试分层，确保配置面 能力声明 与 API 或 CLI 两类 adapter 的验证口径一致，不再把未接线能力标成已在线。,AllEditorConfigs 可表达 Codex 与 Gemini CLI 所需配置；hotswap metadata 只声明真实存在且已接线的 codex-cli 或 gemini-cli 能力；factory 与 adapter tests 明确区分 API adapter 和 cowork CLI adapter；real provider API tests 继续只验证 API path 而不被误当作 CLI 完整性证据。,AUTOSERVER,先以现有 EditorConfigManager hotswap/types 与 factory 或 adapter tests 为真相源逐项对齐；禁止为了 metadata 漂亮继续保留虚假 online 声明。,回归配置加载 hotswap metadata factory registration 与测试分层；确认 Codex 或 Gemini CLI 未接线前不会继续被 UI 或 runtime 误报为可用。,已完成,已完成,已完成,已提交,,packages/core/src/cowork/EditorConfigManager.ts:33;packages/core/src/hotswap/types.ts:203;packages/core/src/adapters/__tests__/CodexAdapter.real_provider.test.ts:6;packages/core/src/cowork/__tests__/factory.test.ts:177;packages/core/src/cowork/__tests__/factory.test.ts:188,picked_reason:Codex CLI metadata 与配置面当前存在声明先于实现的漂移；在功能补齐后需单独收敛真相源，避免 UI 配置 运行时能力 与测试证据继续错位。 picked_reason:优先收口 CLI config/hotswap/test truth，避免未接线能力继续被标成 online。 done_at:2026-04-18 validation_limited:当前环境下 vitest 可执行文件缺失，pnpm test/exec 均无法解析 vitest manual_test:在可用 Node/pnpm 环境执行 pnpm test -- packages/core/src/cowork/__tests__/EditorConfigManager.test.ts packages/core/src/hotswap/__tests__/HotSwapManager.test.ts packages/core/src/cowork/__tests__/factory.test.ts evidence:已完成 CLI truth source、offline metadata、CLI config 回归测试文本、provider executor key 断言收口 risk:medium 未完成自动化回归，主要风险在 CLI config 校验与 hotswap metadata 运行期一致性



