"id","priority","phase","area","title","description","acceptance_criteria","test_mcp","review_initial_requirements","review_regression_requirements","dev_state","review_initial_state","review_regression_state","git_state","owner","refs","notes"
"MS-110","P0","1.4","frontend","意图投影 - LLM 转换","使用 LLM 将代码结构转换为意图文档","1) project 方法生成高密度意图文档; 2) prompt 设计剥离实现细节，保留核心逻辑; 3) 描述数据流转方向; 4) 标注副作用（DB/API 调用）; 5) 输出 Markdown 格式规范","AUTOFRONTEND","检查 LLM prompt 质量; 确认意图文档可读性","意图文档准确描述代码意图; 密度高于源码","已完成","已完成","已完成","已提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:517-587;packages/core/src/shadow/IntentProjector.ts:1;packages/core/src/shadow/__tests__/IntentProjector.test.ts:1","picked_reason:P0且紧邻MS-100，同文件继续实现LLM转换可减少上下文切换并解锁MS-120批量投影;done_at:2026-02-09;evidence:pnpm exec vitest run packages/core/src/shadow/__tests__/IntentProjector.test.ts=7 passed;ac:新增projectFromStructured/projectToIntentMarkdown，基于结构化AST构建prompt并调用llmAdapter生成Markdown，覆盖空适配器与正常返回路径"
"MS-120","P0","1.4","frontend","意图投影 - 批量投影","实现 BatchProjector，批量处理项目文件","1) projectDirectory 方法递归遍历目录; 2) 过滤 .ts/.js/.go/.py 文件; 3) 计算影子文件路径（.intent.md）; 4) 保存到 .codeflow/domain/; 5) 显示投影进度; 6) 错误处理不中断批量处理","AUTOFRONTEND","检查文件过滤逻辑; 确认路径映射正确","批量投影成功; 意图文档结构正确","已完成","已完成","已完成","已提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:589-634;packages/core/src/shadow/BatchProjector.ts:1;packages/core/src/shadow/__tests__/BatchProjector.test.ts:1;packages/core/src/shadow/IntentProjector.ts:1","picked_reason:P0且与MS-100/MS-110同属意图投影主链路，优先完成以形成可批量落盘能力;done_at:2026-02-09;evidence:pnpm exec vitest run packages/core/src/shadow/__tests__/BatchProjector.test.ts packages/core/src/shadow/__tests__/IntentProjector.test.ts=10 passed;ac:实现递归遍历与.ts/.js/.go/.py过滤、映射.codeflow/domain/*.intent.md写入、进度输出、单文件失败不中断批量处理"
"MS-130","P1","1.5","frontend","集成与测试 - Hook 集成","将记忆和影子系统集成到 Hook Bus","1) 注册 hook_post_response 提取记忆; 2) 注册 hook_on_message_complete 更新画像; 3) 注册 project:init 初始化影子目录; 4) Hook 触发正常; 5) 错误不影响主流程","AUTOFRONTEND","检查 Hook 注册顺序; 确认异步执行","Hook 触发正确; 记忆和画像自动更新","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:637-676;packages/core/src/hooks/MemoryShadowHooks.ts:1",""
"MS-140","P1","1.5","cli","集成与测试 - CLI 命令","提供 CLI 命令支持影子系统操作","1) codeflow shadow init 初始化影子系统; 2) codeflow shadow project [dir] 批量投影; 3) codeflow shadow sync 监听文件变更; 4) 使用 chokidar 监听文件变更; 5) 命令帮助文档完整","AUTOCLI","检查命令参数解析; 确认文件监听稳定","CLI 命令可用; 文件变更自动同步","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:678-710;packages/cli/src/commands/shadow.ts:1",""
"MS-210","P1","2.1","both","文件夹记忆系统","实现按项目/主题隔离的文件夹记忆","1) 定义 FolderMemory 数据结构; 2) 实现 FolderMemoryService; 3) 支持文件夹级别的记忆存储; 4) 实现记忆隔离逻辑; 5) 集成到原子记忆系统; 6) 支持跨文件夹搜索","AUTOBOTH","检查隔离逻辑; 确认跨文件夹搜索性能","文件夹记忆隔离正确; 搜索结果准确","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:741-749;packages/core/src/memory/FolderMemoryService.ts:1;backend/internal/memory/folder_memory.go:1",""
"MS-220","P1","2.2","frontend","双通道检索 - 被动 RAG","实现自动 RAG 检索机制","1) 在 hook_before_send 自动触发; 2) 检索 top-N 相关记忆; 3) 自动注入到上下文; 4) 实现检索优先级（时间局部性 + 语义相关性）; 5) 支持配置检索数量和阈值","AUTOFRONTEND","检查检索策略; 确认注入位置合理","相关记忆自动注入; 提升回复质量","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:741-749;packages/core/src/memory/PassiveRAG.ts:1;packages/core/src/hooks/MemoryInjectionHook.ts:1",""
"MS-230","P1","2.3","frontend","双通道检索 - 主动 RAG","将记忆搜索作为工具暴露给模型","1) 定义 search_memory 工具; 2) 工具描述清晰; 3) 支持 query/timeRange/tags/limit 参数; 4) 集成到 MCP 工具列表; 5) 模型可主动调用搜索记忆","AUTOFRONTEND","检查工具定义; 确认参数验证","模型可主动搜索记忆; 搜索结果准确","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:741-749;packages/core/src/memory/MemorySearchTool.ts:1",""
"MS-240","P1","2.4","frontend","意图投影增强 - 接口摘要","提取方法签名、参数约束、副作用","1) 增强 AST 解析，提取详细接口信息; 2) 提取参数约束（类型/范围/必选可选）; 3) 提取返回值结构; 4) 提取副作用（数据库写入/API 调用/文件操作）; 5) 提取 Docstring/注释","AUTOFRONTEND","检查接口提取完整性; 确认副作用识别准确","接口摘要信息完整; 副作用标注清晰","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:741-749;packages/core/src/shadow/InterfaceExtractor.ts:1",""
"MS-250","P1","2.5","frontend","意图投影增强 - 动态同步","监听代码变更，自动更新意图文档","1) 使用 chokidar 监听文件变更; 2) 实现防抖机制（避免频繁触发）; 3) 仅在必要时重新投影（Git Commit 时）; 4) 实现增量更新（仅更新变更文件）; 5) 显示同步进度","AUTOFRONTEND","检查防抖配置; 确认增量更新逻辑","文件变更自动同步; 不影响开发体验","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:741-749;packages/core/src/shadow/DynamicSync.ts:1",""
"MS-310","P1","3.1","both","API 注册表","防止重复接口，实现语义查重","1) 定义 apis.yaml 格式; 2) 实现 API 扫描逻辑; 3) 实现语义相似度检测; 4) 实现注册表维护; 5) 实现查重机制（阻止新建相似接口）; 6) 提供 CLI 命令查询注册表","AUTOBOTH","检查语义相似度算法; 确认查重阈值合理","重复 API 被检测; 注册表准确维护","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:750-755;.codeflow/registry/apis.yaml:1;packages/core/src/shadow/APIRegistry.ts:1;backend/internal/shadow/api_registry.go:1",""
"MS-320","P1","3.2","both","模型字典","防止重复数据结构","1) 定义 models.yaml 格式; 2) 实现领域模型扫描; 3) 实现结构相似度检测; 4) 实现 Entity 和 DTO 关系记录; 5) 实现查重机制; 6) 提供 CLI 命令查询字典","AUTOBOTH","检查结构相似度算法; 确认关系记录准确","重复模型被检测; 字典准确维护","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:750-755;.codeflow/registry/models.yaml:1;packages/core/src/shadow/ModelDictionary.ts:1;backend/internal/shadow/model_dictionary.go:1",""
"MS-330","P1","3.3","backend","上下文聚焦 - 语义索引","对 .codeflow 文档建立向量索引","1) 扫描 .codeflow/ 下所有 .md 文件; 2) 生成 embedding; 3) 存入向量库; 4) 实现增量索引更新; 5) 实现索引管理（删除/更新）; 6) 索引构建性能优化","AUTOBACKEND","检查索引构建逻辑; 确认增量更新正确","索引构建成功; 检索速度快","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:750-755;backend/internal/shadow/semantic_index.go:1",""
"MS-340","P1","3.4","both","上下文聚焦 - 按需加载","精准检索相关蓝图，避免加载整个项目","1) 实现 load_context(intent) 接口; 2) 实现语义检索（仅返回相关文档）; 3) 实现依赖拓扑加载（自动加载依赖模块）; 4) 实现 Token 预算管理; 5) 实现检索结果缓存; 6) 支持手动指定加载范围","AUTOBOTH","检查检索准确性; 确认依赖拓扑正确","按需加载准确; Token 使用优化","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:750-755;packages/core/src/shadow/ContextLoader.ts:1;backend/internal/shadow/context_loader.go:1",""
"MS-350","P0","3.5","both","Plan 模式集成","将记忆和影子系统集成到 Plan 模式","1) 任务执行前加载相关意图文档; 2) 任务执行时存储原子记忆; 3) 任务失败时检索历史修复方案; 4) 任务完成后更新用户画像; 5) 任务完成后同步代码与意图文档; 6) 集成到 hook_before_task_execute/hook_after_task_execute/hook_on_task_failure/hook_on_task_complete","AUTOBOTH","检查 Hook 集成; 确认 Plan 模式流程完整","Plan 模式集成完整; 记忆和影子系统协同工作","未开始","未开始","未开始","未提交","","plan/2026-02-08_23-14-memory-shadow-integration.md:750-755;packages/core/src/cowork/plan/MemoryShadowIntegration.ts:1;backend/internal/planner/memory_integration.go:1",""
