"id","priority","phase","area","title","description","acceptance_criteria","test_mcp","review_initial_requirements","review_regression_requirements","dev_state","review_initial_state","review_regression_state","git_state","owner","refs","notes"
"ADV-110","P1","11","backend","Summarize模块实现","新建internal/summarize/模块：定义ISummarizer接口、实现对话总结/上下文压缩/决策骨架提取","1. ISummarizer接口定义完整；2. 80/20压缩策略(前80%摘要+后20%原始)；3. 决策骨架保留架构决策/未修复Bug/变量定义；4. 压缩后Token减少60%+","AUTOSERVER","检查总结算法；验证骨架提取准确性；测试压缩比","长对话总结性能；信息保留率；压缩质量","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:211-220;记忆1.md:31-42;项目规划.md:140-145",""
"ADV-120","P1","12","backend","Summarize API实现","实现压缩/总结REST接口：对话总结/上下文压缩/骨架获取","1. POST /summarize/conversation返回对话摘要；2. POST /summarize/context返回压缩后的Context；3. GET /summarize/skeleton返回决策骨架；4. 支持自定义压缩阈值","AUTOSERVER","验证与ISummarizer集成；检查压缩逻辑；测试骨架完整性","大规模对话压缩；骨架查询性能；压缩一致性","未开始","未开始","未开始","未提交","","记忆1.md:31-42;backend/internal/summarize/service.go:1",""
"ADV-130","P2","13","backend","Audit模块实现","新建internal/audit/模块：定义IAuditService接口、实现记忆read/write追踪/不可篡改日志/审计查询","1. IAuditService接口定义完整；2. 记录所有记忆操作的Trace；3. 日志使用加密哈希链保证不可篡改；4. 支持按时间/操作类型/Agent筛选","AUTOSERVER","检查审计设计；验证哈希链完整性；测试日志查询","大量日志存储；查询性能；哈希验证","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:517-522;项目规划.md:412-417",""
"ADV-140","P2","14","backend","Audit API实现","实现审计日志REST接口：日志查询/完整性验证/导出","1. GET /audit/logs支持分页和多条件筛选；2. POST /audit/verify验证日志链完整性；3. GET /audit/export导出审计报告；4. 查询响应<500ms","AUTOSERVER","验证与IAuditService集成；检查导出格式；测试验证逻辑","大规模日志查询；导出性能；验证准确性","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:517-522;backend/internal/audit/service.go:1",""
"ADV-150","P2","15","backend","Privacy模块实现","新建internal/privacy/模块：定义IPrivacyService接口、实现隐私感知RAG/动态脱敏/加密检索","1. IPrivacyService接口定义完整；2. 支持AES-CBC基础加密(Method A)；3. 支持链式动态密钥衍生(Method B)；4. 自动PII脱敏(API密钥/密码/个人信息)","AUTOSERVER","检查加密算法；验证脱敏规则；测试密钥管理","加密性能；脱敏准确率；密钥安全","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:481-524;项目规划.md:399-417",""
"ADV-160","P2","16","backend","Privacy API实现","实现隐私/加密REST接口：加密/解密/脱敏/密钥管理","1. POST /privacy/encrypt加密数据；2. POST /privacy/decrypt解密数据；3. POST /privacy/redact执行PII脱敏；4. GET/POST /privacy/keys管理加密密钥","AUTOSERVER","验证与IPrivacyService集成；检查加解密逻辑；测试脱敏效果","加解密性能；密钥轮换；脱敏覆盖率","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:495-524;backend/internal/privacy/service.go:1",""
"ADV-170","P2","17","backend","Isolation模块实现","新建internal/isolation/模块：定义IIsolationService接口、实现多智能体权限隔离/上下文容器/RBAC","1. IIsolationService接口定义完整；2. 每个Agent独立的隔离上下文容器；3. 支持RBAC访问控制；4. I/O验证层防止数据泄露","AUTOSERVER","检查隔离设计；验证权限控制；测试容器隔离","多Agent并发；权限校验性能；隔离完整性","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:481-494;项目规划.md:399-411",""
"ADV-180","P2","18","backend","Isolation API实现","实现权限隔离REST接口：容器管理/权限配置/访问控制","1. GET/POST /isolation/containers管理隔离容器；2. GET/PUT /isolation/permissions配置Agent权限；3. POST /isolation/validate验证访问权限；4. 权限校验<50ms","AUTOSERVER","验证与IIsolationService集成；检查权限逻辑；测试隔离效果","并发访问控制；权限缓存；隔离性能","未开始","未开始","未开始","未提交","","Code Flow：新一代智能集成开发环境.md:481-494;backend/internal/isolation/service.go:1",""
"ADV-190","P2","19","backend","SAMG增强模块实现","增强internal/samg/模块：实现完整S-P-O三元组存储/增量提取/扩展激活/衰减算法","1. 支持JSON-LD格式S-P-O三元组持久化；2. hook_on_message_complete触发增量提取；3. 扩展激活(Spreading Activation)多跳推理；4. BLA衰减算法动态隐藏低热度节点","AUTOSERVER","检查三元组设计；验证增量提取；测试衰减算法","大规模图谱性能；提取准确率；衰减效果","未开始","未开始","未开始","未提交","","记忆2.md:31-99;Code Flow：新一代智能集成开发环境.md:321-345;项目规划.md:210-254",""
"ADV-200","P2","20","backend","SAMG增强API实现","增强图谱搜索API：三元组CRUD/增量提取/路径发现/衰减配置","1. POST /samg/triples添加三元组；2. GET /samg/triples/:id/relations返回关联路径；3. POST /samg/extract触发增量提取；4. PUT /samg/decay配置衰减参数","AUTOSERVER","验证与SAMG模块集成；检查路径发现；测试衰减效果","图谱查询性能；提取延迟；衰减一致性","未开始","未开始","未开始","未提交","","记忆2.md:66-86;backend/internal/samg/service.go:1",""
"ADV-210","P1","21","backend","集成测试与文档更新","为所有高级API编写集成测试、更新OpenAPI文档、更新README","1. 所有新API端点有测试覆盖；2. 测试覆盖率>80%；3. OpenAPI文档更新完整；4. README包含高级API使用示例","AUTOSERVER","检查测试覆盖率；验证文档准确性；测试文档生成","回归测试通过率；文档与实现一致性","未开始","未开始","未开始","未提交","","backend/internal/api/api_test.go:1;backend/docs/openapi.yaml:1",""
